iter	Logloss
461	0.213388767
462	0.2132354916
463	0.2130557925
464	0.2128168815
465	0.2125973821
466	0.2123818111
467	0.212000361
468	0.2118212215
469	0.2116433279
470	0.2114601772
471	0.2113822625
472	0.2112820285
473	0.2110552461
474	0.2108668227
475	0.2107799554
476	0.2106758936
477	0.2105376813
478	0.2103785351
479	0.2101962984
480	0.2101810545
481	0.2099930854
482	0.2098752361
483	0.2097306616
484	0.2096508853
485	0.2093025654
486	0.2092778871
487	0.2092007713
488	0.2090672803
489	0.2090520033
490	0.2088747123
491	0.2088107463
492	0.2086693042
493	0.20851161
494	0.2083744194
495	0.2081672873
496	0.2081504982
497	0.2078595017
498	0.2075642092
499	0.2075097088
500	0.2073709597
501	0.2070885689
502	0.2068426551
503	0.2066958426
504	0.206516995
505	0.20650934
506	0.2064352234
507	0.2062155772
508	0.2062012944
509	0.2059956322
510	0.2058478262
511	0.2056695831
512	0.2055592051
513	0.2054286395
514	0.2052792094
515	0.2051051139
516	0.2048890702
517	0.2048142415
518	0.2047102896
519	0.2044939495
520	0.2043271376
521	0.2042445788
522	0.2041980088
523	0.2040168219
524	0.2038984038
525	0.203858877
526	0.2036902504
527	0.2035468941
528	0.2033598094
529	0.2031071159
530	0.2029415787
531	0.202901705
532	0.2027207999
533	0.2025278381
534	0.2024458172
535	0.2022505382
536	0.201981255
537	0.2017377434
538	0.2017241402
539	0.2014058655
540	0.2012384308
541	0.201055197
542	0.2009166623
543	0.2008461714
544	0.2007364196
545	0.2005910478
546	0.200578528
547	0.2004746126
548	0.2002636548
549	0.2002078815
550	0.2000385559
551	0.1998521989
552	0.1996534848
553	0.199537084
554	0.1993843772
555	0.199336252
556	0.1991365529
557	0.1989308444
558	0.1988279878
559	0.1986760588
560	0.1985381543
561	0.1984315971
562	0.1984048481
563	0.1982928238
564	0.1981733408
565	0.1980346336
566	0.1978859406
567	0.1976885629
568	0.1975578342
569	0.1974162521
570	0.1972494607
571	0.1972314709
572	0.1970842326
573	0.1969330314
574	0.1968854413
575	0.1967721083
576	0.1965981508
577	0.196426798
578	0.1963826428
579	0.1961178722
580	0.1960472486
581	0.1959993067
582	0.1959074109
583	0.1957829487
584	0.1956479871
585	0.1954558852
586	0.1953548482
587	0.1951755807
588	0.194925253
589	0.1948264334
590	0.1947305998
591	0.1946837064
592	0.1945769447
593	0.1944614129
594	0.194244414
595	0.1941939244
596	0.1940123795
597	0.193926917
598	0.1938187284
599	0.1936798863
600	0.1935262287
601	0.193396977
602	0.1932564956
603	0.19299613
604	0.1929669904
605	0.1928416929
606	0.1927941122
607	0.1926840617
608	0.1924534249
609	0.192410934
610	0.1922397953
611	0.1920658619
612	0.1919179991
613	0.1919122006
614	0.1918682911
615	0.191669257
616	0.1915863512
617	0.1913968685
618	0.1913137091
619	0.191228098
620	0.1910847055
621	0.1908797551
622	0.1907504495
623	0.1906839068
624	0.1905264179
625	0.1905173588
626	0.1903857332
627	0.1902625995
628	0.1901339181
629	0.1900932504
630	0.1899134856
631	0.1897905952
632	0.1897468543
633	0.1896324191
634	0.1894116708
635	0.1892869282
636	0.1891194281
637	0.1890208287
638	0.1889151839
639	0.1888729849
640	0.1886868755
641	0.1885016012
642	0.1884957228
643	0.1883939554
644	0.1883517356
645	0.1882133501
646	0.1880018208
647	0.1878200769
648	0.1876542655
649	0.1875368753
650	0.1874352797
651	0.187394574
652	0.1872029699
653	0.1870967372
654	0.1870315375
655	0.1868538492
656	0.186737433
657	0.1866742984
658	0.1865761999
659	0.1865663026
660	0.186475727
661	0.1862748849
662	0.1861466916
663	0.1858463298
664	0.1858409232
665	0.1857465582
666	0.1856178256
667	0.1856124569
668	0.1854759521
669	0.1852980328
670	0.1851888552
671	0.1850214536
672	0.1850165001
673	0.1848609167
674	0.1848527396
675	0.1847532343
676	0.1846524439
677	0.1845188416
678	0.1844921401
679	0.1844151494
680	0.1842797383
681	0.1842751707
682	0.1842461243
683	0.1841234785
684	0.1839377035
685	0.1837434321
686	0.1836056873
687	0.1835388993
688	0.1834574565
689	0.1834294977
690	0.1832843993
691	0.1831897835
692	0.1831579004
693	0.1829541368
694	0.1827568281
695	0.1826655389
696	0.1825772693
697	0.1825685962
698	0.1824175008
699	0.1823180685
700	0.1821504033
701	0.1821431904
702	0.1819880701
703	0.181881911
704	0.1818201517
705	0.1816338954
706	0.1814520811
707	0.1813250659
708	0.1813180173
709	0.1812293986
710	0.1809470956
711	0.1807926322
712	0.1806768177
713	0.1805004525
714	0.1803861804
715	0.1800856583
716	0.1798629735
717	0.1798560468
718	0.1797852048
719	0.179708415
720	0.1795663643
721	0.1794421524
722	0.1793740467
723	0.1792070792
724	0.1790906526
725	0.1789466951
726	0.1788936954
727	0.1786975714
728	0.1786161601
729	0.1785294355
730	0.1783923838
731	0.1782670497
732	0.1780914167
733	0.1779788221
734	0.1778493637
735	0.1777541035
736	0.17767487
737	0.1776649405
738	0.1775185002
739	0.1775143462
740	0.1773739643
741	0.1773673195
742	0.177301089
743	0.1771715012
744	0.1771675248
745	0.1770296068
746	0.1769609354
747	0.1767652272
748	0.1766206583
749	0.1764948647
750	0.176341765
751	0.1761892458
752	0.1760327992
753	0.175946395
754	0.1757315585
755	0.1755268716
756	0.1755174116
757	0.1753772339
758	0.1752591363
759	0.1751935168
760	0.1750424512
761	0.1750350402
762	0.1749521592
763	0.1748507188
764	0.1748184756
765	0.1747489826
766	0.1745654741
767	0.1745439762
768	0.1743886328
769	0.1742893457
770	0.1742093309
771	0.1741673574
772	0.1740777011
773	0.173955328
774	0.1739492927
775	0.1738485083
776	0.1737770765
777	0.1736165791
778	0.1734195819
779	0.1733376347
780	0.173193797
781	0.1730468058
782	0.1730398307
783	0.1729110746
784	0.172750803
785	0.1726548625
786	0.1725492166
787	0.1723672479
788	0.1722851595
789	0.1721745028
790	0.172049739
791	0.1719050157
792	0.1718991666
793	0.1717676544
794	0.1716797141
795	0.1715499055
796	0.1714169771
797	0.1712964252
798	0.1711485796
799	0.1710556712
800	0.1708915592
801	0.1708197842
802	0.1707040678
803	0.1705916817
804	0.1703726894
805	0.1702096633
806	0.1702048065
807	0.1701333003
808	0.1700223398
809	0.1699678467
810	0.1698885991
811	0.169743407
812	0.1696475888
813	0.169573985
814	0.1694575395
815	0.1693559116
816	0.1693129511
817	0.1691862581
818	0.1690485737
819	0.1689570008
820	0.1689004857
821	0.1687757631
822	0.1686350857
823	0.1684819732
824	0.1682345559
825	0.1681368383
826	0.1681279037
827	0.1680309686
828	0.1680248769
829	0.1679505027
830	0.1678763368
831	0.1678677646
832	0.1678618759
833	0.1677685287
834	0.1676508954
835	0.1674597734
836	0.1673822251
837	0.1672611068
838	0.1670804003
839	0.1669414712
840	0.1668853976
841	0.1668796464
842	0.1668605895
843	0.1667351157
844	0.1665689811
845	0.1664119158
846	0.1664065139
847	0.1663042404
848	0.1661491042
849	0.1660502683
850	0.1659279399
851	0.1658395234
852	0.1657047302
853	0.1656157954
854	0.1654724897
855	0.165311981
856	0.1653075732
857	0.1652128445
858	0.1651162566
859	0.164972793
860	0.1648981574
861	0.1648436798
862	0.1648358001
863	0.1647784117
864	0.1646203899
865	0.1644669638
866	0.1644626888
867	0.1643439269
868	0.1642890149
869	0.1641452633
870	0.1640284568
871	0.1639506447
872	0.1638674289
873	0.1637538046
874	0.1637241369
875	0.1636171207
876	0.1634423336
877	0.1633023689
878	0.1632481094
879	0.1631135722
880	0.1629547793
881	0.1629505599
882	0.1628320389
883	0.1626814779
884	0.1625367917
885	0.1624883545
886	0.1623486102
887	0.1623444779
888	0.1622789392
889	0.1621925148
890	0.1620880806
891	0.1620797946
892	0.1620723842
893	0.1619031501
894	0.1618412721
895	0.1617526815
896	0.1617446154
897	0.1616068128
898	0.1616028837
899	0.1614565345
900	0.1613235899
901	0.1612482334
902	0.161104943
903	0.1609999933
904	0.1608926903
905	0.1608027334
906	0.160671484
907	0.1605051064
908	0.160441408
909	0.1603422153
910	0.1602913561
911	0.1602842324
912	0.1602785681
913	0.1601580828
914	0.1600855472
915	0.16007895
916	0.1600499452
917	0.1600422285
918	0.1599652893
919	0.1598227243
920	0.1596239182
921	0.1595198427
922	0.1594032211
923	0.1592942665
924	0.1591642584
925	0.159032259
926	0.1589494099
927	0.158787832
928	0.1587160676
929	0.1586304714
930	0.1585749907
931	0.1584306299
932	0.1584044215
933	0.1582975946
934	0.158293923
935	0.1581819055
936	0.1580230954
937	0.1579561079
938	0.1579486104
939	0.1578382474
940	0.157786524
941	0.157699075
942	0.1575286033
943	0.1573727057
944	0.1573474654
945	0.1572056354
946	0.157156549
947	0.1570151507
948	0.1569163469
949	0.1568207811
950	0.1567656458
951	0.1567016435
952	0.1565516331
953	0.1565003857
954	0.1564938818
955	0.1564200088
956	0.1562765638
957	0.1561579333
958	0.1561538081
959	0.1560952188
960	0.1560170458
961	0.1559291129
962	0.1559265477
963	0.1558481359
964	0.1556610199
965	0.155611609
966	0.1555699611
967	0.1555636015
968	0.1554886752
969	0.1554272726
970	0.1553501673
971	0.1553468254
972	0.15529765
973	0.1552917171
974	0.1551822989
975	0.1551801644
976	0.1550716771
977	0.1550197137
978	0.1548816236
979	0.1547435469
980	0.1546330687
981	0.1544784698
982	0.154333616
983	0.1541810239
984	0.1541777907
985	0.1540549935
986	0.1539991805
987	0.15389534
988	0.1538921794
989	0.1538121955
990	0.1537357125
991	0.1536661778
992	0.1535558518
993	0.1535527384
994	0.1534201878
995	0.1532876239
996	0.1531304873
997	0.1530269168
998	0.1529336261
999	0.1529305529
